cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2019-2120,2019-08-20,Elevation of Privilege Vulnerability,c,"[{'commitId': '82a88f49b8021ffe20a720cf45818a8b3338158d', 'patchUrl': 'https://android.googlesource.com/platform/art/+/82a88f49b8021ffe20a720cf45818a8b3338158d'}]",High,Android runtime
CVE-2017-0778,2017-09-08,Information Disclosure Vulnerability,c,"[{'commitId': 'd7a044350bc151c7f7c04e04aaf136488630d655', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/d7a044350bc151c7f7c04e04aaf136488630d655'}]",Moderate,Media Framework
CVE-2020-0249,2020-08-11,Information Disclosure Vulnerability,java,"[{'commitId': 'e183ab7e5a865ff1051505085b617f4f3ad4c049', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/e183ab7e5a865ff1051505085b617f4f3ad4c049'}]",High,Framework
CVE-2019-2209,2019-11-13,Information Disclosure Vulnerability,java,"[{'commitId': '5a426f6ed5620a39388aa78ed1d01c465f47958c', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Bluetooth/+/5a426f6ed5620a39388aa78ed1d01c465f47958c'}]",High,System
CVE-2021-0594,2021-07-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '93068b048d0cab72805ec7dd2020b433c82e5f45', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Nfc/+/93068b048d0cab72805ec7dd2020b433c82e5f45'}]",High,System
CVE-2017-0543,2017-04-07,Remote Code Execution Vulnerability,c,"[{'commitId': 'f634481e940421020e52f511c1fb34aac1db4b2f', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/f634481e940421020e52f511c1fb34aac1db4b2f'}]",Critical,Mediaserver
CVE-2020-0072,2020-04-17,Remote Code Execution Vulnerability,c,"[{'commitId': 'c67bf186efc538995740dcf667eaa39ab801157f', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/c67bf186efc538995740dcf667eaa39ab801157f'}, {'commitId': '0aec6aed3031f60da3c4756d70611850011807b7', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/0aec6aed3031f60da3c4756d70611850011807b7'}]",Critical,System
CVE-2019-2198,2019-11-13,Information Disclosure Vulnerability,java,"[{'commitId': '07d6f1fe094b6dbde854fb82ada06e85d7a97ecd', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/07d6f1fe094b6dbde854fb82ada06e85d7a97ecd'}, {'commitId': '36a5c576f0d379b0be3716fe5b8b9ae8bb3952f5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/36a5c576f0d379b0be3716fe5b8b9ae8bb3952f5'}, {'commitId': 'ef25600f187f5372ad89645e6e6e7b4204bf0676', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/DownloadProvider/+/ef25600f187f5372ad89645e6e6e7b4204bf0676'}, {'commitId': '4a827429765fa167571ec21611ee057d43c8e336', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/4a827429765fa167571ec21611ee057d43c8e336'}]",High,Google Play system updates
CVE-2021-0310,2021-01-11,Elevation of Privilege Vulnerability,c,"[{'commitId': 'dc6cb05ebe2cefdce215d797a8e418ba26c8c86c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/dc6cb05ebe2cefdce215d797a8e418ba26c8c86c'}]",High,Framework
CVE-2020-0422,2020-10-14,Information Disclosure Vulnerability,java,"[{'commitId': 'c987095255ee953de27ea1de360c44aa99b1b856', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Contacts/+/c987095255ee953de27ea1de360c44aa99b1b856'}]",High,System
CVE-2017-0810,2017-10-04,Remote Code Execution Vulnerability,c,"[{'commitId': '7737780815fe523ad7b0e49456eb75d27a30818a', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/7737780815fe523ad7b0e49456eb75d27a30818a'}]",Critical,Media Framework
CVE-2019-2177,2019-09-05,Remote Code Execution Vulnerability,java,"[{'commitId': '830217f277e31e63d9ab8acd21ee2a8f81ee1c8f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/830217f277e31e63d9ab8acd21ee2a8f81ee1c8f'}]",High,System
CVE-2017-0406,2016-11-14,Remote Code Execution Vulnerability,c,"[{'commitId': 'fed702734d86801cc86b4865a57e2f2028c4b575', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/fed702734d86801cc86b4865a57e2f2028c4b575'}, {'commitId': 'df7b56457184600e3d2b7cbac87ebe7001f7cb48', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/df7b56457184600e3d2b7cbac87ebe7001f7cb48'}]",Critical,Mediaserver
CVE-2018-9459,2018-11-06,Elevation of Privilege Vulnerability,java,"[{'commitId': '76c5261a03c8402e893999196651afc5791ca0fd', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/UnifiedEmail/+/76c5261a03c8402e893999196651afc5791ca0fd'}]",High,System
CVE-2021-0486,2021-07-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '09080dc177288035c4694690a0f2dcd752acb3ba', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/09080dc177288035c4694690a0f2dcd752acb3ba'}, {'commitId': '1dcac12a9eff457a96ac1492634b82b0e45c4ab9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/1dcac12a9eff457a96ac1492634b82b0e45c4ab9'}]",High,Framework
CVE-2017-0685,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': '680b75dabb90c8c2e22886826554ad1bc99b36f1', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/680b75dabb90c8c2e22886826554ad1bc99b36f1'}]",High,Media Framework
CVE-2017-0390,2016-09-19,Denial of Service Vulnerability,unknown,"[{'commitId': '5dc99237d49e73c27d3eca54f6ccd97d13f94de0', 'patchUrl': 'https://android.googlesource.com/platform/external/tremolo/+/5dc99237d49e73c27d3eca54f6ccd97d13f94de0'}]",High,Mediaserver
CVE-2019-2024,2019-06-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['910b0797fa9e8af09c44a3fa36cb310ba7a7218d'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=910b0797fa9e8af09c44a3fa36cb310ba7a7218d'}]",High,Kernel em28xx driver
CVE-2017-0806,2017-10-04,Elevation of Privilege Vulnerability,java,"[{'commitId': 'b87c968e5a41a1a09166199bf54eee12608f3900', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/b87c968e5a41a1a09166199bf54eee12608f3900'}]",High,Framework
CVE-2021-0306,2021-01-11,Elevation of Privilege Vulnerability,java,"[{'commitId': '03da463b2a94c36e3b46f0a110ec43710b82d404', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/03da463b2a94c36e3b46f0a110ec43710b82d404'}, {'commitId': 'c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c4ce178c261e6a2dc1aa4c1e1d570f0efd980e47'}]",High,Framework
CVE-2017-0555,2016-12-12,Information Disclosure Vulnerability,c,"[{'commitId': '0b23c81c3dd9ec38f7e6806a3955fed1925541a0', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/0b23c81c3dd9ec38f7e6806a3955fed1925541a0'}]",Moderate,Mediaserver
CVE-2016-3918,2016-08-05,Information Disclosure Vulnerability,java,"[{'commitId': '6b2b0bd7c771c698f11d7be89c2c57c8722c7454', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Email/+/6b2b0bd7c771c698f11d7be89c2c57c8722c7454'}]",High,AOSP Mail
CVE-2017-0410,2016-10-02,Elevation of Privilege Vulnerability,c,"[{'commitId': 'b4d6b292bce7d82c93fd454078dedf5a1302b9fa', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/b4d6b292bce7d82c93fd454078dedf5a1302b9fa'}]",High,Framework APIs
CVE-2020-0121,2020-06-10,Information Disclosure Vulnerability,java,"[{'commitId': '40473c4632a5e5803280058dfd29c3db7f13c406', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/40473c4632a5e5803280058dfd29c3db7f13c406'}, {'commitId': '7f0136aac9fc6593c8a057c5e650293075335ebb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/7f0136aac9fc6593c8a057c5e650293075335ebb'}]",High,Framework
CVE-2017-0739,2017-08-09,Information Disclosure Vulnerability,c,"[{'commitId': 'e6e353a231f746743866d360b88ef8ced367bcb1', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/e6e353a231f746743866d360b88ef8ced367bcb1'}]",Moderate,Media Framework
CVE-2017-0693,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': '632ff754836d22415136cb3f97fe4622c862ce81', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/632ff754836d22415136cb3f97fe4622c862ce81'}]",High,Media Framework
CVE-2016-3762,2016-04-21,Elevation of Privilege Vulnerability,unknown,"[{'commitId': 'abf0663ed884af7bc880a05e9529e6671eb58f39', 'patchUrl': 'https://android.googlesource.com/platform/external/sepolicy/+/abf0663ed884af7bc880a05e9529e6671eb58f39'}]",Moderate,sockets
CVE-2017-0386,2016-10-18,Elevation of Privilege Vulnerability,c,"[{'commitId': 'f0b40192efd1af977564ed6335d42a8bbdaf650a', 'patchUrl': 'https://android.googlesource.com/platform/external/libnl/+/f0b40192efd1af977564ed6335d42a8bbdaf650a'}]",High,libnl
CVE-2020-0033,2020-03-10,Elevation of Privilege Vulnerability,c,"[{'commitId': 'd79abbb0d359dd037e6d0b4cc022fd26cea3ebaa', 'patchUrl': 'https://android.googlesource.com/platform/hardware/interfaces/+/d79abbb0d359dd037e6d0b4cc022fd26cea3ebaa'}]",High,Media Framework
CVE-2020-0463,,Information Disclosure Vulnerability,c,"[{'commitId': '938a5cd87c38bf35d15ffa3414c3a74faecb8bf8', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/938a5cd87c38bf35d15ffa3414c3a74faecb8bf8'}]",High,System
CVE-2019-2136,2019-08-20,Information Disclosure Vulnerability,c,"[{'commitId': 'db9a71219f77e03d1f2bf71a0a3562eb8b43de97', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/db9a71219f77e03d1f2bf71a0a3562eb8b43de97'}, {'commitId': '0038364ef5e07e106ded67ec444158ddb4b02fed', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/0038364ef5e07e106ded67ec444158ddb4b02fed'}, {'commitId': '0c2e456a557248ddeffe0e00c967820ee06e2228', 'patchUrl': 'https://android.googlesource.com/platform/system/libhidl/+/0c2e456a557248ddeffe0e00c967820ee06e2228'}, {'commitId': '918b24d5a7c11fb8cafc25b43ff05696250f89ae', 'patchUrl': 'https://android.googlesource.com/platform/system/libhwbinder/+/918b24d5a7c11fb8cafc25b43ff05696250f89ae'}]",High,System
CVE-2013-7446,2015-11-18,Elevation of Privilege Vulnerability,c,"[{'commitId': ['7d267278a9ece963d77eefec61630223fce08c6c'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/net/unix/af_unix.c?id=7d267278a9ece963d77eefec61630223fce08c6c'}]",Critical,kernel networking subsystem
CVE-2018-9361,2018-11-06,Information Disclosure Vulnerability,c,"[{'commitId': 'b66fc16410ff96e9119f8eb282e67960e79075c8', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/b66fc16410ff96e9119f8eb282e67960e79075c8'}]",High,System
CVE-2014-2706,2014-04-01,Denial of Service Vulnerability,c,"[{'commitId': ['1d147bfa64293b2723c4fec50922168658e613ba'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/commit/?id=1d147bfa64293b2723c4fec50922168658e613ba'}]",High,kernel networking subsystem
CVE-2017-0781,2017-09-14,Remote Code Execution Vulnerability,c,"[{'commitId': 'c513a8ff5cfdcc62cc14da354beb1dd22e56be0e', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/c513a8ff5cfdcc62cc14da354beb1dd22e56be0e'}, {'commitId': '1e0bb31f6a809b49014483dc118b9d9ad31ade68', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/1e0bb31f6a809b49014483dc118b9d9ad31ade68'}]",Critical,System
CVE-2016-6720,2016-06-15,Information Disclosure Vulnerability,c,"[{'commitId': '0f177948ae2640bfe4d70f8e4248e106406b3b0a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/0f177948ae2640bfe4d70f8e4248e106406b3b0a'}, {'commitId': '2c75e1c3b98e4e94f50c63e2b7694be5f948477c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/2c75e1c3b98e4e94f50c63e2b7694be5f948477c'}, {'commitId': '7c88b498fda1c2b608a9dd73960a2fd4d7b7e3f7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/7c88b498fda1c2b608a9dd73960a2fd4d7b7e3f7'}, {'commitId': '640b04121d7cd2cac90e2f7c82b97fce05f074a5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/640b04121d7cd2cac90e2f7c82b97fce05f074a5'}]",Moderate,Mediaserver
CVE-2016-3871,2016-06-15,Elevation of Privilege Vulnerability,c,"[{'commitId': 'c2639afac631f5c1ffddf70ee8a6fe943d0bedf9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/c2639afac631f5c1ffddf70ee8a6fe943d0bedf9'}, {'commitId': '3c4edac2a5b00dec6c8579a0ee658cfb3bb16d94', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/3c4edac2a5b00dec6c8579a0ee658cfb3bb16d94'}, {'commitId': 'c17ad2f0c7e00fd1bbf01d0dfed41f72d78267ad', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/c17ad2f0c7e00fd1bbf01d0dfed41f72d78267ad'}]",High,Mediaserver
CVE-2015-3824,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': '463a6f807e187828442949d1924e143cf07778c6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/463a6f807e187828442949d1924e143cf07778c6'}]",Critical,libstagefright
CVE-2017-0596,2017-01-24,Elevation of Privilege Vulnerability,c,"[{'commitId': '5443b57cc54f2e46b35246637be26a69e9f493e1', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/5443b57cc54f2e46b35246637be26a69e9f493e1'}]",High,Mediaserver
CVE-2018-9526,2018-11-14,Information Disclosure Vulnerability,c,"[{'commitId': '8e81142af3dceb913ca50f67df3ded84233f932a', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/8e81142af3dceb913ca50f67df3ded84233f932a'}, {'commitId': 'a5f7c07edd96c69171e8bd758addda7d5c30e3eb', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/sdm845/gps/+/a5f7c07edd96c69171e8bd758addda7d5c30e3eb'}, {'commitId': 'd374204d68d4eecf1acecc8ee47945eb3a7ab092', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d374204d68d4eecf1acecc8ee47945eb3a7ab092'}, {'commitId': '64306e1e7b6a0b2257ac05d811be6df9329c9fba', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/64306e1e7b6a0b2257ac05d811be6df9329c9fba'}]",High,Framework
CVE-2020-0418,2020-11-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '5148967312f4d59c456160463bbf120cf58abba2', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/5148967312f4d59c456160463bbf120cf58abba2'}]",High,Framework
CVE-2015-6630,2015-01-22,Information Disclosure Vulnerability,java,"[{'commitId': '51c2619c7706575a171cf29819db14e91b815a62', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fbase/+/51c2619c7706575a171cf29819db14e91b815a62'}]",Moderate,SystemUI
CVE-2019-2008,2019-06-19,Elevation of Privilege Vulnerability,c,"[{'commitId': '49d89e9df80bbcb9629579086df99c01d75d6851', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/49d89e9df80bbcb9629579086df99c01d75d6851'}]",High,Media Framework
CVE-2016-4658,2016-09-25,Remote Code Execution Vulnerability,c,"[{'commitId': '8ea80f29ea5fdf383ee3ae59ce35e55421a339f8', 'patchUrl': 'https://android.googlesource.com/platform/external/libxml2/+/8ea80f29ea5fdf383ee3ae59ce35e55421a339f8'}]",High,Libraries
CVE-2021-0516,2021-06-21,Elevation of Privilege Vulnerability,c,"[{'commitId': '13c4cdae55e840a1a47e57e19bfa59135358b8ca', 'patchUrl': 'https://android.googlesource.com/platform/external/wpa_supplicant_8/+/13c4cdae55e840a1a47e57e19bfa59135358b8ca'}]",Critical,System
CVE-2017-13236,2018-02-12,Elevation of Privilege Vulnerability,c,"[{'commitId': '80592e62a6ae095041e95b811ad7066dd44d37f6', 'patchUrl': 'https://android.googlesource.com/platform/system/security/+/80592e62a6ae095041e95b811ad7066dd44d37f6'}, {'commitId': 'b49160023ee8f73ce0ac97f9f4604a34ebdecf76', 'patchUrl': 'https://android.googlesource.com/platform/system/security/+/b49160023ee8f73ce0ac97f9f4604a34ebdecf76'}]",Moderate,System
CVE-2020-0224,2020-07-17,Remote Code Execution Vulnerability,c,"[{'commitId': '59645d5417eaf1f79edfc2b800c94638965f4e38', 'patchUrl': 'https://android.googlesource.com/platform/external/chromium-libpac/+/59645d5417eaf1f79edfc2b800c94638965f4e38'}, {'commitId': '0815eb32f379006135b36c574d7a283dfb3620f6', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/0815eb32f379006135b36c574d7a283dfb3620f6'}]",Critical,System
CVE-2017-0715,2017-08-09,Remote Code Execution Vulnerability,c,"[{'commitId': '676c26e6a2ab3b75ab6e8fdd984547219fc1ceb5', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/676c26e6a2ab3b75ab6e8fdd984547219fc1ceb5'}]",Critical,Media Framework
CVE-2016-3826,2016-06-09,Elevation of Privilege Vulnerability,c,"[{'commitId': '9cd8c3289c91254b3955bd7347cf605d6fa032c6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/9cd8c3289c91254b3955bd7347cf605d6fa032c6'}]",High,Mediaserver
CVE-2015-3873,2015-10-06,Remote Code Execution Vulnerability,c,"[{'commitId': 'c23e3dd8af7397f023aae040c4a03dd14091cbed', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/c23e3dd8af7397f023aae040c4a03dd14091cbed'}, {'commitId': '9abb7401df730b5c510f6b8dac2716a0928d9623', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/9abb7401df730b5c510f6b8dac2716a0928d9623'}, {'commitId': 'b62a73b860757143d3b140b2985fdae71e18d675', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/b62a73b860757143d3b140b2985fdae71e18d675'}, {'commitId': 'b2ae4351539de9aa4667fcb3e02ba40d9c6bd094', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/b2ae4351539de9aa4667fcb3e02ba40d9c6bd094'}, {'commitId': '3fd96683850cf27648e036180acb149fac362242', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/3fd96683850cf27648e036180acb149fac362242'}, {'commitId': '65842db06c2d77e53cc5ac61692160d844cc7d0a', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/65842db06c2d77e53cc5ac61692160d844cc7d0a'}, {'commitId': '38eff9af5c032bf12f89d6e94df05f65eef51afc', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/38eff9af5c032bf12f89d6e94df05f65eef51afc'}, {'commitId': '38eff9af5c032bf12f89d6e94df05f65eef51afc', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/38eff9af5c032bf12f89d6e94df05f65eef51afc'}, {'commitId': '38eff9af5c032bf12f89d6e94df05f65eef51afc', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/38eff9af5c032bf12f89d6e94df05f65eef51afc'}, {'commitId': '06ca06ac6107f88530cc67225c47537621bb41a5', 'patchUrl': 'https://android.googlesource.com/platform%2Fexternal%2Ftremolo/+/06ca06ac6107f88530cc67225c47537621bb41a5'}, {'commitId': 'dc5e47f013bfbb74c5c35ad976aa98d480cb351b', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/dc5e47f013bfbb74c5c35ad976aa98d480cb351b'}, {'commitId': 'f11e95b21007f24e5ab77298370855f9f085b2d7', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/f11e95b21007f24e5ab77298370855f9f085b2d7'}, {'commitId': 'f810a8298aea13fa177060cdc10c8297eac69c49', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/f810a8298aea13fa177060cdc10c8297eac69c49'}, {'commitId': '7913508110c80da87fb085514208adbd874d7d54', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/7913508110c80da87fb085514208adbd874d7d54'}, {'commitId': '073e4f6748f5d7deb095c42fad9271cb99e22d07', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/073e4f6748f5d7deb095c42fad9271cb99e22d07'}, {'commitId': 'bf47eb9c67ed364f3c288954857aab9d9311db4c', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/bf47eb9c67ed364f3c288954857aab9d9311db4c'}, {'commitId': 'b158a9a5bcfe21480f57bc58d45517f1a81cca39', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/b158a9a5bcfe21480f57bc58d45517f1a81cca39'}, {'commitId': '5a132594b531f1f48098a790927f82080cc27f61', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/5a132594b531f1f48098a790927f82080cc27f61'}, {'commitId': 'd2ebc0b9e147f9406db20ec4df61da50e3614ee4', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/d2ebc0b9e147f9406db20ec4df61da50e3614ee4'}, {'commitId': '3179e3b3531b5fe93dc7f5b2c378e27010a406d5', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/3179e3b3531b5fe93dc7f5b2c378e27010a406d5'}]",Critical,libstagefright
